,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Pachuca,,33,,,,,,
1,Cruz Azul,,29,,,,,,
2,Club Querétaro,,28,,,,,,
3,Dorados,,24,,,,,,
4,Chiapas FC,,23,,,,,,
5,Atlas,,23,,,,,,
6,Toluca,,22,,,,,,
7,Santos,,20,,,,,,
8,América,,20,,,,,,
9,Chivas,,19,,,,,,
10,Morelia,,19,,,,,,
11,Atlante,,19,,,,,,
12,Necaxa,,19,,,,,,
13,Estudiantes,,18,,,,,,
14,Monterrey,,17,,,,,,
15,Veracruz,,16,,,,,,
16,Pumas,,15,,,,,,
17,Tigres,,15,,,,,,
