,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Toluca,,33,,,,,,
1,Santos,,32,,,,,,
2,América,,31,,,,,,
3,Morelia,,26,,,,,,
4,Chiapas FC,,26,,,,,,
5,León,,25,,,,,,
6,Tigres,,23,,,,,,
7,Monterrey,,22,,,,,,
8,Cruz Azul,,21,,,,,,
9,Club Querétaro,,20,,,,,,
10,Veracruz,,20,,,,,,
11,Club Tijuana,,20,,,,,,
12,Puebla,,19,,,,,,
13,Atlas,,18,,,,,,
14,Atlante,,17,,,,,,
15,Chivas,,16,,,,,,
16,Pachuca,,14,,,,,,
17,Pumas,,8,,,,,,
