,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Cruz Azul,,35,,,,,,
1,Toluca,,32,,,,,,
2,Morelia,,31,,,,,,
3,Santos,,29,,,,,,
4,América,,29,,,,,,
5,Monterrey,,27,,,,,,
6,Pachuca,,24,,,,,,
7,Estudiantes,,23,,,,,,
8,Chivas,,23,,,,,,
9,Tigres,,23,,,,,,
10,Chiapas FC,,21,,,,,,
11,Puebla,,19,,,,,,
12,Atlante,,18,,,,,,
13,Club Querétaro,,17,,,,,,
14,Gallos Blancos,,17,,,,,,
15,Pumas,,16,,,,,,
16,Atlas,,14,,,,,,
17,Indios,,7,,,,,,
