,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Cruz Azul,,61,,,,,,
1,América,,57,,,,,,
2,Necaxa,,56,,,,,,
3,León,,55,,,,,,
4,Toros Neza,,53,,,,,,
5,Monterrey,,52,,,,,,
6,Atlas,,51,,,,,,
7,Pumas,,50,,,,,,
8,Celaya,,49,,,,,,
9,Veracruz,,44,,,,,,
10,Estudiantes,,41,,,,,,
11,Santos,,41,,,,,,
12,Atlante,,39,,,,,,
13,Tigres,,38,,,,,,
14,Chivas,,37,,,,,,
15,Morelia,,35,,,,,,
16,Toluca,,33,,,,,,
17,Puebla,,29,,,,,,
