,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Toluca,,55,,,,,,
1,Pumas,,39,,,,,,
2,Morelia,,35,,,,,,
3,América,,34,,,,,,
4,Tigres,,32,,,,,,
5,Chiapas FC,,31,,,,,,
6,Atlante,,31,,,,,,
7,Cruz Azul,,30,,,,,,
8,Santos,,30,,,,,,
9,Veracruz,,30,,,,,,
10,Atlas,,28,,,,,,
11,Gallos Blancos,,28,,,,,,
12,Necaxa,,28,,,,,,
13,Chivas,,28,,,,,,
14,Estudiantes,,26,,,,,,
15,Celaya,,24,,,,,,
16,Puebla,,23,,,,,,
17,Pachuca,,21,,,,,,
18,Club Querétaro,,19,,,,,,
19,Monterrey,,18,,,,,,
