,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Santos,,35,,,,,,
1,Atlas,,32,,,,,,
2,Toluca,,28,,,,,,
3,Irapuato,,27,,,,,,
4,Cruz Azul,,25,,,,,,
5,Monterrey,,25,,,,,,
6,Celaya,,25,,,,,,
7,América,,25,,,,,,
8,Estudiantes,,24,,,,,,
9,Tigres,,23,,,,,,
10,Pachuca,,22,,,,,,
11,Chivas,,21,,,,,,
12,Puebla,,21,,,,,,
13,Morelia,,21,,,,,,
14,Pumas,,21,,,,,,
15,Necaxa,,20,,,,,,
16,León,,17,,,,,,
17,Atlante,,16,,,,,,
