,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Atlante,,78,,,,,,
1,América,,67,,,,,,
2,Morelia,,64,,,,,,
3,Cruz Azul,,62,,,,,,
4,Santos,,58,,,,,,
5,Pumas,,57,,,,,,
6,Monterrey,,56,,,,,,
7,Atlas,,55,,,,,,
8,Necaxa,,54,,,,,,
9,Toluca,,53,,,,,,
10,Veracruz,,50,,,,,,
11,Estudiantes,,49,,,,,,
12,León,,47,,,,,,
13,Toros Neza,,46,,,,,,
14,Chivas,,43,,,,,,
15,Puebla,,41,,,,,,
16,Leones Negros,,38,,,,,,
17,Gallos Blancos,,38,,,,,,
18,Correcaminos,,36,,,,,,
19,Tigres,,34,,,,,,
