,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Santos,,36,,,,,,
1,Chivas,,32,,,,,,
2,Puebla,,28,,,,,,
3,Cruz Azul,,27,,,,,,
4,Pachuca,,27,,,,,,
5,Monterrey,,27,,,,,,
6,Chiapas FC,,25,,,,,,
7,Atlante,,24,,,,,,
8,Club Querétaro,,23,,,,,,
9,Toluca,,23,,,,,,
10,Veracruz,,22,,,,,,
11,Atlas,,21,,,,,,
12,Pumas,,21,,,,,,
13,Tigres,,19,,,,,,
14,Necaxa,,18,,,,,,
15,Estudiantes,,17,,,,,,
16,América,,12,,,,,,
17,Morelia,,11,,,,,,
