,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,América,,86,,,,,,
1,Pumas,,82,,,,,,
2,Leones Negros,,77,,,,,,
3,Atlante,,68,,,,,,
4,Atlas,,62,,,,,,
5,Estudiantes,,59,,,,,,
6,Morelia,,58,,,,,,
7,Cruz Azul,,58,,,,,,
8,Puebla,,58,,,,,,
9,Ángeles,,57,,,,,,
10,Monterrey,,55,,,,,,
11,Chivas,,54,,,,,,
12,Tigres,,51,,,,,,
13,Tampico Madero,,50,,,,,,
14,Toluca,,49,,,,,,
15,Necaxa,,49,,,,,,
16,Toros Neza,,46,,,,,,
17,Irapuato,,40,,,,,,
18,Correcaminos,,39,,,,,,
19,Potosino,,34,,,,,,
