,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,América,,67,,,,,,
1,Atlante,,66,,,,,,
2,Toluca,,62,,,,,,
3,Estudiantes,,55,,,,,,
4,Pumas,,53,,,,,,
5,Puebla,,53,,,,,,
6,Leones Negros,,52,,,,,,
7,León,,51,,,,,,
8,Necaxa,,50,,,,,,
9,Tampico Madero,,47,,,,,,
10,Toros Neza,,47,,,,,,
11,Tigres,,46,,,,,,
12,Potosino,,45,,,,,,
13,Atlas,,44,,,,,,
14,Chivas,,44,,,,,,
15,Oaxtepec,,43,,,,,,
16,Cruz Azul,,41,,,,,,
17,Morelia,,34,,,,,,
18,Monterrey,,33,,,,,,
19,Zacatepec,,30,,,,,,
