,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Pumas,,81,,,,,,
1,Estudiantes,,71,,,,,,
2,Monterrey,,63,,,,,,
3,Leones Negros,,61,,,,,,
4,Jalisco,,61,,,,,,
5,León,,60,,,,,,
6,Atlético Español,,58,,,,,,
7,Cruz Azul,,56,,,,,,
8,América,,55,,,,,,
9,Toluca,,55,,,,,,
10,Tampico Madero,,53,,,,,,
11,Veracruz,,50,,,,,,
12,Tigres,,50,,,,,,
13,Chivas,,48,,,,,,
14,Santos Laguna,,45,,,,,,
15,Atlante,,44,,,,,,
16,Potosino,,41,,,,,,
17,Curtidores,,41,,,,,,
18,Atlas,,36,,,,,,
19,Puebla,,35,,,,,,
