,date,destination,note,origin,price,url
660,2017-07-01,Roma,,CDMX,12330.0,http://www.vuelax.com/2017/07/01/cdmx-a-roma-12330-opcion-a-meses-sin-intereses/
661,2017-07-01,Escocia,,CUN,9402.0,http://www.vuelax.com/2017/07/01/cun-a-escocia-9402/
662,2017-07-01,Ámsterdam,,CUN,9391.0,http://www.vuelax.com/2017/07/01/cun-a-amsterdam-9391/
663,2017-06-30,Montreal,,CUN,3933.0,http://www.vuelax.com/2017/06/30/cun-a-montreal-3933/
664,2017-06-30,Buenos Aires,,CDMX y GDL,11594.0,http://www.vuelax.com/2017/06/30/cdmx-y-gdl-a-buenos-aires-11594/
665,2017-06-29,Río de Janeiro,,CDMX,7592.0,http://www.vuelax.com/2017/06/29/cdmx-a-rio-de-janeiro-7592/
666,2017-06-29,Sydney,,San Diego,13926.0,http://www.vuelax.com/2017/06/29/san-diego-a-sydney-13926/
667,2017-06-29,"Calgary, Canadá",,CDMX y 23 ciudades más,6330.0,http://www.vuelax.com/2017/06/29/cdmx-y-23-ciudades-mas-a-calgary-canada/
668,2017-06-28,Londres,,CDMX y 23 ciudades más,14063.0,http://www.vuelax.com/2017/06/28/cdmx-a-londres-12834/
669,2017-06-28,Washington D.C.,,CDMX,2847.0,http://www.vuelax.com/2017/06/28/cdmx-a-washington-d-c-2847/
670,2017-06-28,Madrid,,CDMX,11708.0,http://www.vuelax.com/2017/06/28/cdmx-a-madrid-10660-opcion-a-meses-sin-intereses/
671,2017-06-27,NYC,,CDMX,3207.0,http://www.vuelax.com/2017/06/27/cdmx-a-nyc-3207/
672,2017-06-27,"Viena, Austria",,CDMX y 23 ciudades más,13316.0,http://www.vuelax.com/2017/06/27/cdmx-a-viena-austria-13316/
673,2017-06-26,Berlin,,"CDMX, MTY y GDL",12511.0,http://www.vuelax.com/2017/06/26/cdmx-a-berlin-13761/
674,2017-06-26,"Zurich, Suiza",,CDMX y 23 ciudades más,13363.0,http://www.vuelax.com/2017/06/26/cdmx-a-zurich-suiza-12777/
675,2017-06-26,"Frankfurt, Alemania",,CDMX,12654.0,http://www.vuelax.com/2017/06/26/cdmx-a-frankfurt-alemania-13667/
676,2017-06-26,"Múnich, Alemania",,"CDMX, MTY y GDL",14327.0,http://www.vuelax.com/2017/06/26/cdmx-y-23-ciudades-mas-a-munich-alemania-11666/
677,2017-06-26,Barcelona,,CDMX,11882.0,http://www.vuelax.com/2017/06/26/cdmx-a-barcelona-11882-opcion-de-hostal-desde-532-pesos-la-noche-con-desayuno-incluido/
678,2017-06-26,"Bruselas, Bélgica",,CDMX y 23 ciudades más,11666.0,http://www.vuelax.com/2017/06/26/cdmx-y-23-ciudades-mas-a-bruselas-belgica-11666-opcion-de-hostal-desde-383-pesos-la-noche-con-desayuno-incluido/
679,2017-06-25,Chile,,CDMX,8369.0,http://www.vuelax.com/2017/06/25/cdmx-a-chile-8369/
680,2017-06-25,Punta Cana,,CUN,6922.0,http://www.vuelax.com/2017/06/25/cun-a-punta-cana-6922/
681,2017-06-24,Hong Kong,,CDMX,15199.0,http://www.vuelax.com/2017/06/24/cdmx-a-hong-kong-15199/
682,2017-06-23,Madrid,,CDMX,11640.0,http://www.vuelax.com/2017/06/23/cdmx-a-madrid-11640/
683,2017-06-23,NYC,,CDMX,4466.0,http://www.vuelax.com/2017/06/23/cdmx-a-nyc-4466/
684,2017-06-23,"Medellín, Colombia",,CDMX y 23 ciudades más,4153.0,http://www.vuelax.com/2017/06/23/cdmx-a-medellin-colombia-4153-opcion-de-hostal-desde-161-pesos-la-noche-con-desayuno-gratis-opcion-a-meses/
685,2017-06-22,Islandia,,Montreal,5559.0,http://www.vuelax.com/2017/06/22/montreal-a-islandia-5559/
686,2017-06-22,"Shanghai, China",,CDMX,15958.0,http://www.vuelax.com/2017/06/22/cdmx-a-shanghai-china-15358-opcion-de-hostal-desde-264-pesos-la-noche/
687,2017-06-22,Bélgica,,CUN,9950.0,http://www.vuelax.com/2017/06/22/cun-a-belgica-9950/
688,2017-06-22,"San Juan, Puerto Rico",,CDMX y CUN,4960.0,http://www.vuelax.com/2017/06/22/cdmx-y-cun-a-san-juan-puerto-rico-4960/
689,2017-06-21,"Lima, Perú",,CDMX,5827.0,http://www.vuelax.com/2017/06/21/cdmx-a-lima-peru-5827/
690,2017-06-21,Río,,CDMX,7640.0,http://www.vuelax.com/2017/06/21/cdmx-a-rio-7599/
691,2017-06-21,Cusco,,CDMX,6925.0,http://www.vuelax.com/2017/06/21/cdmx-a-cusco-6925-opcion-de-hostal-desde-166-pesos-la-noche-con-desayuno-incluido/
692,2017-06-20,Bogotá,,CDMX,4448.0,http://www.vuelax.com/2017/06/20/cdmx-y-23-ciudades-mas-a-bogota-4370-opcion-de-hostal-desde-180-pesos-la-noche-con-desayuno-incluido/
693,2017-06-28,Marrakech,,CDMX a Madrid y Madrid,11916.0,http://www.vuelax.com/2017/06/28/cdmx-a-madrid-y-madrid-a-marrakech-11916/
694,2017-06-19,Paraguay,,CDMX,8059.0,http://www.vuelax.com/2017/06/19/cdmx-a-paraguay-8059/
695,2017-06-19,"Montevideo, Uruguay",,CDMX,11131.0,http://www.vuelax.com/2017/06/19/cdmx-a-montevideo-uruguay-opcion-de-hostal-desde-279-pesos-la-noche-con-hospedaje-incluido/
696,2017-06-19,Bangkok,,LA,9887.0,http://www.vuelax.com/2017/06/19/la-a-bangkok-9787-opcion-de-hostal-desde-224-pesos-la-noche-con-desayuno-incluido/
697,2017-06-17,Singapur,,CDMX,14836.0,http://www.vuelax.com/2017/06/17/cdmx-a-singapur-14836/
698,2017-06-16,Antofagasta,,CDMX,8452.0,http://www.vuelax.com/2017/06/16/cdmx-a-antofagasta-8452/
699,2017-06-16,Nepal,,CDMX,17369.0,http://www.vuelax.com/2017/06/16/cdmx-a-nepal-17365/
700,2017-06-16,"Calgary, Canadá",,CDMX y 23 ciudades más,6299.0,http://www.vuelax.com/2017/06/16/cdmx-y-23-ciudades-mas-a-calgary-canada-6299/
701,2017-06-15,Miami,,CUN,2954.0,http://www.vuelax.com/2017/06/15/cun-a-miami-2954/
702,2017-06-15,Amsterdam,,CDMX y 23 ciudades más,14499.0,http://www.vuelax.com/2017/06/15/cdmx-y-23-ciudades-mas-a-amsterdam-14499-opcion-de-hostal-desde-565-pesos-la-noche-con-desayuno-incluido/
703,2017-06-15,"Isla San Andrés, Colombia",,CDMX,5165.0,http://www.vuelax.com/2017/06/15/cdmx-a-isla-san-andres-colombia-5165-opcion-a-meses-sin-intereses/
704,2017-06-14,Punta Cana,,CUN,7108.0,http://www.vuelax.com/2017/06/14/cun-a-punta-cana-7108/
705,2017-06-14,Madrid,,CDMX y 23 ciudades más,7121.0,http://www.vuelax.com/2017/06/14/cdmx-y-23-ciudades-mas-a-madrid-15256-opcion-de-meses-sin-intereses/
706,2017-06-14,"Quito, Ecuador",,CDMX,5923.0,http://www.vuelax.com/2017/06/14/cdmx-a-quito-ecuador-5923-opcion-de-hostal-desde-145-pesos-la-noche-con-desayuno-incluido/
707,2017-06-13,París,,CDMX y 23 ciudades más,14479.0,http://www.vuelax.com/2017/06/13/cdmx-y-23-ciudades-mas-a-paris-7662-opcion-de-hostal-desde-518-pesos-la-noche-con-desayuno-incluido-2/
708,2017-06-13,Medellín,,CDMX,4531.0,http://www.vuelax.com/2017/06/13/cdmx-a-medellin-4531/
709,2017-06-13,"Seúl, Corea",,CDMX y 23 ciudades más,15441.0,http://www.vuelax.com/2017/06/13/cdmx-y-23-ciudades-mas-a-seul-corea-15441-opcion-de-hostal-desde-293-pesos-la-noche-con-desayuno-incluido-opcion-de-meses-sin-intereses/
710,2017-06-13,Cartagena,,CDMX,5090.0,http://www.vuelax.com/2017/06/13/cdmx-a-cartagena-5090-opcion-de-hostal-desde-183-pesos-la-noche-con-desayuno-incluido/
711,2017-06-12,Chile,,CDMX,9483.0,http://www.vuelax.com/2017/06/12/cdmx-a-chile-9483/
712,2017-06-12,Tokio,,CDMX,14594.0,http://www.vuelax.com/2017/06/12/cdmx-y-23-ciudades-mas-a-tokio-14027-opcion-de-hostal-desde-432-pesos-la-noche-con-desayuno-incluido/
713,2017-06-12,Bangkok,,CDMX y 23 ciudades más a Machester y Manchester,15468.0,http://www.vuelax.com/2017/06/12/cdmx-y-23-ciudades-mas-a-machester-y-manchester-a-bangkok-15468/
714,2017-06-12,Barcelona,,CDMX y 23 ciudades más,6712.0,http://www.vuelax.com/2017/06/12/cdmx-y-23-ciudades-mas-a-barcelona-6712/
715,2017-06-12,Barcelona,,CDMX,6712.0,http://www.vuelax.com/2017/06/12/cdmx-a-barcelona-6712/
716,2017-06-12,Roma,,CDMX y 23 ciudades más,9470.0,http://www.vuelax.com/2017/06/12/cdmx-y-23-ciudades-mas-a-roma-9407/
717,2017-06-11,Amsterdam,,CDMX y 23 ciudades más,7729.0,http://www.vuelax.com/2017/06/11/cdmx-y-23-ciudades-mas-a-amsterdam-7729/
718,2017-06-11,Seúl,,GDL,12650.0,http://www.vuelax.com/2017/06/11/gdl-a-seul-12650/
719,2017-06-11,São Paulo,,CDMX,10274.0,http://www.vuelax.com/2017/06/11/cdmx-a-sao-paulo-10274/
720,2017-06-10,Medellín,,CDMX,4914.0,http://www.vuelax.com/2017/06/10/cdmx-a-medellin-4914/
721,2017-06-09,Escocia,,CUN,10901.0,http://www.vuelax.com/2017/06/09/cun-a-escocia-10901/
722,2017-06-09,"Honolulu, Hawai",,CDMX y 23 ciudades más,10702.0,http://www.vuelax.com/2017/06/09/cdmx-y-23-ciudades-mas-a-honolulu-hawai-10845/
723,2017-06-08,Río,,CDMX,10303.0,http://www.vuelax.com/2017/06/08/cdmx-a-rio-10303/
724,2017-06-08,"Seattle, Washington",,CDMX,3800.0,http://www.vuelax.com/2017/06/08/cdmx-a-seattle-washington-3800-opcion-de-hostal-desde-552-pesos-con-desayuno-incluido/
725,2017-06-08,Cartagena,,CDMX a Medellín y Medellín,6536.0,http://www.vuelax.com/2017/06/08/cdmx-a-medellin-y-medellin-a-cartagena-6536-opcion-de-hostal-desde-185-pesos-la-noche-con-desayuno-gratis/
726,2017-06-08,"Medellín, Colombia",,CDMX,5040.0,http://www.vuelax.com/2017/06/08/cdmx-y-23-ciudades-mas-a-medellin-colombia-opcion-de-hostal-desde-161-pesos-la-noche-con-desayuno-gratis-opcion-a-meses/
727,2017-06-07,Islandia,,Toronto,6471.0,http://www.vuelax.com/2017/06/07/toronto-a-islandia-6471/
728,2017-06-07,Panamá,,CDMX,5420.0,http://www.vuelax.com/2017/06/07/cdmx-a-panama-5420-opcion-de-hostal-desde-276-pesos-la-noche-con-desayuno-gratis-opcion-de-meses-sintereses/
729,2017-06-06,"Atenas, Grecia",,CDMX,13634.0,http://www.vuelax.com/2017/06/06/cdmx-a-atenas-grecia-14720-opcion-de-hostal-desde-476-pesos-la-noche-con-desayuno-gratis/
730,2017-06-06,"Nagoya, Japón",,San Diego,7108.0,http://www.vuelax.com/2017/06/06/san-diego-a-nagoya-japon-7321-opcion-de-hostal-desde-429-pesos-la-noche/
731,2017-06-06,"Milán, Italia",,CDMX,15370.0,http://www.vuelax.com/2017/06/06/cdmx-a-milan-italia-15370-opcion-de-hostal-desde-543-pesos-la-noche-con-desayuno-incluido/
732,2017-06-05,St Marteen,,MTY,6399.0,http://www.vuelax.com/2017/06/05/mty-a-st-marteen-6399/
733,2017-06-05,"Sydney, Australia",,San Diego,14138.0,http://www.vuelax.com/2017/06/05/san-diego-a-sydney-australia-14138/
734,2017-06-04,La Habana,,CUN,3552.0,http://www.vuelax.com/2017/06/04/cun-a-la-habana-3721/
735,2017-06-04,Madrid,,CUN,8795.0,http://www.vuelax.com/2017/06/04/cun-a-madrid-8795/
736,2017-06-03,Chiapas,,CDMX,1680.0,http://www.vuelax.com/2017/06/03/cdmx-a-chiapas-1680/
737,2017-06-03,Vallarta,,CDMX,1653.0,http://www.vuelax.com/2017/06/03/cdmx-a-vallarta-1653/
738,2017-06-03,Cancún,,CDMX,1506.0,http://www.vuelax.com/2017/06/03/cdmx-a-cancun-1506/
739,2017-06-02,"San José, Costa Rica",,CDMX,3597.0,http://www.vuelax.com/2017/06/02/cdmx-y-23-ciudades-mas-a-san-jose-costa-rica-3480-opcion-de-hostal-desde-187-pesos-la-noche-con-desayuno-incluido/
740,2017-06-02,"Bangkok, Tailandia",,GDL,14634.0,http://www.vuelax.com/2017/06/02/gdl-a-bangkok-tailandia-14634-opcion-de-hostal-desde-226-pesos-la-noche-con-desayuno-incluido/
741,2017-06-01,Cozumel,,GDL,1714.0,http://www.vuelax.com/2017/06/01/gdl-a-cozumel-1714/
742,2017-06-01,"Shanghai, China",,CDMX,16652.0,http://www.vuelax.com/2017/06/01/cdmx-a-shanghai-china-16652-opcion-de-hostal-desde-270-pesos-la-noche-con-desayuno-incluido/
743,2017-05-31,Chicago,,CDMX,4672.0,http://www.vuelax.com/2017/05/31/cdmx-a-chicago-4672/
744,2017-05-31,"Managua, Nicaragua",,CDMX,3322.0,http://www.vuelax.com/2017/05/31/cdmx-a-managua-nicaragua-4290-opcion-de-hostal-desde-203-pesos-con-desayuno-incluido/
745,2017-05-30,NYC,,CDMX,4327.0,http://www.vuelax.com/2017/05/30/cdmx-a-nyc-4327/
746,2017-05-29,Reikiavik,,CDMX a Montreal y Montreal,12915.0,http://www.vuelax.com/2017/05/29/cdmx-a-montreal-y-montreal-a-reikiavik-12915/
747,2017-05-29,"Seúl, Corea",,CDMX y 23 ciudades más,16950.0,http://www.vuelax.com/2017/05/29/cdmx-y-23-ciudades-mas-a-seul-corea-16950-opcion-de-hostal-desde-293-pesos-la-noche-con-desayuno-incluido-opcion-de-meses-sin-intereses/
748,2017-05-28,Río de Janeiro,,CDMX,11779.0,http://www.vuelax.com/2017/05/28/cdmx-a-rio-de-janeiro-11779/
749,2017-05-28,Islandia,,Montreal,7499.0,http://www.vuelax.com/2017/05/28/montreal-a-islandia-7499/
750,2017-05-27,Madrid,,CUN,8716.0,http://www.vuelax.com/2017/05/27/cun-a-madrid-8716/
751,2017-05-26,Santiago de Chile,,CDMX y GDL,8750.0,http://www.vuelax.com/2017/05/26/cdmx-y-gdl-a-santiago-de-chile-10670-opcion-de-hostal-desde-195-pesos-la-noche-con-desayuno-incluido/
752,2017-05-26,Moscú,,GDL,15270.0,http://www.vuelax.com/2017/05/26/gdl-a-moscu-15270-opcion-de-hostal-desde-231-pesos-la-noche/
753,2017-05-25,"Nagoya, Japón",,San Diego,6885.0,http://www.vuelax.com/2017/05/25/san-diego-a-nagoya-japon-6885-opcion-de-hostal-desde-407-pesos-la-noche/
754,2017-05-25,Amsterdam,,CDMX y 23 ciudades más,14376.0,http://www.vuelax.com/2017/05/25/cdmx-y-23-ciudades-mas-a-amsterdam-14090-opcion-de-hostal-desde-583-pesos-la-noche-con-desayuno-meses-sin-intereses-disponibles/
755,2017-05-24,Islas Galápagos,,CDMX,10273.0,http://www.vuelax.com/2017/05/24/cdmx-a-islas-galapagos-10273/
756,2017-05-24,Costa Rica,,CDMX,3403.0,http://www.vuelax.com/2017/05/24/cdmx-a-costa-rica-3403/
757,2017-05-23,Shanghai,,"GDL, CDMX",12499.0,http://www.vuelax.com/2017/05/23/gdl-cdmx-a-shanghai-12499/
758,2017-05-23,"Bangkok, Tailandia",,GDL y CDMX,14870.0,http://www.vuelax.com/2017/05/23/gdl-y-cdmx-a-bangkok-tailandia-14870-opcion-de-hostal-desde-226-pesos-la-noche-con-desayuno-incluido/
759,2017-05-23,"Osaka, Japón",,GDL y CDMX,12947.0,http://www.vuelax.com/2017/05/23/gdl-y-cdmx-a-osaka-japon-12947-opcion-de-hostal-desde-493-pesos-la-noche/
760,2017-05-22,"Manila, Filipinas",,GDL y CDMX,13861.0,http://www.vuelax.com/2017/05/22/gdl-y-cdmx-a-manila-filipinas-13861-opcion-de-hostal-desde-198-pesos-la-noche/
761,2017-05-21,Corea,,CDMX y 23 ciudades,9037.0,http://www.vuelax.com/2017/05/21/cdmx-y-23-ciudades-a-corea-9037/
762,2017-05-21,Tokio,,CDMX y 23 ciudades,14040.0,http://www.vuelax.com/2017/05/21/cdmx-y-23-ciudades-a-tokio-14040/
763,2017-05-20,Chiapas,,CDMX,1519.0,http://www.vuelax.com/2017/05/20/cdmx-a-chiapas-1519/
764,2017-05-20,San José,,CDMX,3497.0,http://www.vuelax.com/2017/05/20/cdmx-a-san-jose-3497/
765,2017-05-19,"Frankfurt, Alemania",,CDMX y 23 ciudades más,10857.0,http://www.vuelax.com/2017/05/19/opcion-de-meses-sin-intereses-cdmx-y-23-ciudades-mas-a-frankfurt-alemania-10857/
766,2017-05-19,"Seúl, Corea",,CDMX y 23 ciudades más,9471.0,http://www.vuelax.com/2017/05/19/cdmx-y-23-ciudades-mas-a-seul-corea-17200-opcion-de-hostal-desde-294-pesos-la-noche-con-desayuno/
767,2017-05-19,Campeche,,CDMX,2599.0,http://www.vuelax.com/2017/05/19/cdmx-a-campeche-2599/
768,2017-05-19,"Seúl, Corea",,CDMX y 23 ciudades más,17200.0,http://www.vuelax.com/2017/05/19/opcion-de-meses-sin-intereses-cdmx-y-23-ciudades-mas-a-seul-corea-17200-opcion-de-hostal-desde-294-pesos-la-noche-con-desayuno/
769,2017-05-18,Cuzco,,CDMX,5829.0,http://www.vuelax.com/2017/05/18/cdmx-a-cuzco-5829/
770,2017-05-18,Las Vegas,,CDMX,3280.0,http://www.vuelax.com/2017/05/18/cdmx-a-las-vegas-3280/
771,2017-05-18,Roma,,CDMX y 23 ciudades más,11771.0,http://www.vuelax.com/2017/05/18/cdmx-y-23-ciudades-mas-a-roma-11771-opcion-de-hostal-desde-311-pesos-la-noche-con-desayuno/
772,2017-05-18,París,,CDMX y 23 ciudades más,12539.0,http://www.vuelax.com/2017/05/18/cdmx-y-23-ciudades-mas-a-paris-12539-opcion-de-meses-sin-intereses/
773,2017-05-17,Reikiavik,,Montreal,5879.0,http://www.vuelax.com/2017/05/17/montreal-a-reikiavik-5879/
774,2017-05-17,Tuxtla Gutiérrez,,"CDMX, GDL y MTY",1560.0,http://www.vuelax.com/2017/05/17/cdmx-gdl-y-mty-a-tuxtla-gutierrez-1560-opcion-de-hostal-desde-150-pesos-la-noche-con-desayuno/
775,2017-05-17,Guatemala,,"CDMX, GDL, MTY, TIJ y CUN",2980.0,http://www.vuelax.com/2017/05/17/cdmx-gdl-mty-tij-y-cun-a-guatemala-3150-opcion-de-hostal-desde-190-pesos-la-noche/
776,2017-05-17,Chicago,,CDMX y GDL,4350.0,http://www.vuelax.com/2017/05/17/cdmx-y-gdl-a-chicago-4350/
777,2017-05-16,Israel,,CDMX,6835.0,http://www.vuelax.com/2017/05/16/cdmx-a-israel-6835/
778,2017-05-16,"Milán, Italia",,CDMX y 23 ciudades más,11423.0,http://www.vuelax.com/2017/05/16/cdmx-y-23-ciudades-mas-a-milan-italia-11423/
779,2017-05-16,"Munich, Alemania",,CDMX y 23 ciudades más,10950.0,http://www.vuelax.com/2017/05/16/opciones-sin-visa-cdmx-y-23-ciudades-mas-a-munich-alemania-10950/
780,2017-05-15,Egipto,,"CUN, CDMX, GDL",9399.0,http://www.vuelax.com/2017/05/15/cun-cdmx-gdl-a-egipto-9399/
781,2017-05-15,"Ginebra, Suiza",,CDMX y 23 ciudades más,10433.0,http://www.vuelax.com/2017/05/15/cdmx-a-suiza-10433/
782,2017-05-15,"Cusco, Perú",,CDMX,5898.0,http://www.vuelax.com/2017/05/15/opcion-de-meses-sin-intereses-cdmx-a-cusco-peru-5898-opcion-de-hostal-desde-173-mxn-la-noche-con-desayuno/
783,2017-05-15,"Berlín, Alemania",,CDMX y 23 ciudades más,10684.0,http://www.vuelax.com/2017/05/15/opciones-sin-visa-cdmx-y-23-ciudades-mas-a-berlin-alemania-10684/
784,2017-05-15,"Barcelona, España",,CDMX y 23 ciudades más,10625.0,http://www.vuelax.com/2017/05/15/cdmx-y-23-ciudades-mas-a-barcelona-espana-10625/
785,2017-05-14,Costa Rica,,CDMX,3429.0,http://www.vuelax.com/2017/05/14/cdmx-a-costa-rica-3429/
786,2017-05-14,Cancún,,CDMX,1849.0,http://www.vuelax.com/2017/05/14/cdmx-a-cancun-1849/
787,2017-05-14,Holanda,,CDMX,8241.0,http://www.vuelax.com/2017/05/14/cdmx-a-holanda-8241/
788,2017-05-14,"Atenas, Grecia",,CDMX y 23 ciudades más,10961.0,http://www.vuelax.com/2017/05/14/cdmx-y-23-ciudades-mas-a-atenas-grecia-10961/
789,2017-05-14,Tel Aviv,,CDMX,9131.0,http://www.vuelax.com/2017/05/14/cdmx-a-tel-aviv-9131/
790,2017-05-13,Amsterdam,,CDMX y 23 ciudades más,9534.0,http://www.vuelax.com/2017/05/13/cdmx-y-23-ciudades-mas-a-amsterdam-9534-opcion-de-meses-sin-intereses/
791,2017-05-12,"Roma, Italia",,CDMX y 23 ciudades más,7910.0,http://www.vuelax.com/2017/05/12/cdmx-a-roma-7910/
792,2017-05-11,"Antofagasta, Chile",,CDMX,10928.0,http://www.vuelax.com/2017/05/11/4316/
793,2017-05-11,"Punta Arenas, Patagonia Chilena",,"CDMX, MTY y GDL",11426.0,http://www.vuelax.com/2017/05/11/cdmx-mty-y-gdl-a-punta-arenas-patagonia-chilena-11426-opcion-de-meses-sin-intereses/
794,2017-05-11,"La Habana, Cuba",,CUN,3407.0,http://www.vuelax.com/2017/05/11/cun-a-la-habana-cuba-3407-opcion-de-hostal-desde-209-mxn-la-noche/
795,2017-05-10,Montreal,,CDMX,5775.0,http://www.vuelax.com/2017/05/10/sin-visa-cdmx-a-montreal-5835-opcion-de-hostal-desde-367-pesos-con-desayuno/
796,2017-05-10,"Bariloche, Argentina",,CDMX,11428.0,http://www.vuelax.com/2017/05/10/cdmx-a-bariloche-argentina-11428-opcion-de-hostal-desde-342-pesos-la-noche/
797,2017-05-10,Monterrey o viceversa,,CDMX y GDL,1737.0,http://www.vuelax.com/2017/05/10/cdmx-y-gdl-a-monterrey-o-viceversa-1737/
798,2017-05-10,"Lima, Perú",,"CDMX, MTY y GDL",6250.0,http://www.vuelax.com/2017/05/10/cdmx-mty-y-gdl-a-lima-peru-6250-opcion-de-hostal-desde-209-pesos-la-noche-con-hospedaje-incluido/
799,2017-05-09,Costa Rica,,CDMX,3529.0,http://www.vuelax.com/2017/05/09/cdmx-a-costa-rica-3499/
800,2017-05-09,Chiapas,,CDMX,1799.0,http://www.vuelax.com/2017/05/09/cdmx-a-chiapas-1799/
801,2017-05-09,"Santiago, Chile",,"CDMX, MTY y GDL",10809.0,http://www.vuelax.com/2017/05/09/cdmx-mty-y-gdl-a-santiago-chile-10809-opcion-de-hostal-desde-199-mxn-con-desayuno-incluido/
802,2017-05-09,Amsterdam,,"CDMX, MTY y GDL",14913.0,http://www.vuelax.com/2017/05/09/vuelos-en-julio-cdmx-mty-y-gdl-a-amsterdam-14913/
803,2017-05-08,Cancún,,CDMX,2219.0,http://www.vuelax.com/2017/05/08/cdmx-a-cancun-2219/
804,2017-05-08,"Cusco, Perú",,"CDMX, GDL y MTY",6230.0,http://www.vuelax.com/2017/05/08/opcion-de-meses-sin-intereses-cdmx-gdl-y-mty-a-cusco-peru-6230-opcion-de-hostal-desde-175-mxn-la-noche/
805,2017-05-08,"Seúl, Corea",,GDL,12543.0,http://www.vuelax.com/2017/05/08/gdl-a-seul-corea-12543-opcion-de-hospedaje-desde-295-mxn-la-noche-con-desayuno-incluido/
806,2017-05-08,Buenos Aires,,"CDMX, GDL y MTY",13427.0,http://www.vuelax.com/2017/05/08/opcion-de-meses-sin-intereses-cdmx-gdl-y-mty-a-buenos-aires-13427-opcion-de-hostal-desde-223-pesos-la-noche-con-desayuno-incluido/
807,2017-05-07,Medellín,,CDMX,6499.0,http://www.vuelax.com/2017/05/07/cdmx-a-medellin-6499/
808,2017-05-07,Madrid,,CUN,9299.0,http://www.vuelax.com/2017/05/07/cun-a-madrid-9299/
809,2017-05-06,Bogotá,,CDMX,5109.0,http://www.vuelax.com/2017/05/06/cdmx-a-bogota-5109/
810,2017-05-06,Tokio,,CDMX y 23 ciudades más,15171.0,http://www.vuelax.com/2017/05/06/cdmx-y-23-ciudades-mas-a-tokio-15171-opcion-de-hostal-desde-499-pesos-la-noche-con-desayuno-incluido-opcion-de-meses-sin-intereses/
811,2017-05-05,"San Juan, Puerto Rico",,CDMX,4325.0,http://www.vuelax.com/2017/05/05/opcion-de-meses-sin-intereses-cdmx-a-san-juan-puerto-rico-4325/
812,2017-05-05,Rio de Janeiro,,CDMX,9313.0,http://www.vuelax.com/2017/05/05/disponible-en-verano-cdmx-a-rio-de-janeiro-9313/
813,2017-05-04,"San Salvador, El Salvador",,CDMX y GDL,3240.0,http://www.vuelax.com/2017/05/04/vuelo-directo-cdmx-y-gdl-a-san-salvador-el-salvador-3240/
814,2017-05-03,Yellowknife,,"CDMX, MTY, GDL y CUN",9857.0,http://www.vuelax.com/2017/05/03/cdmx-mty-gdl-y-cun-a-yellowknife-9857/
815,2017-05-02,El Cairo,,"CDMX, GDL, MTY y CUN",9933.0,http://www.vuelax.com/2017/05/02/cdmx-gdl-mty-y-cun-a-el-cairo-9933/
816,2017-04-29,"Vancouver, Canadá",,CDMX y 23 ciudades más,8832.0,http://www.vuelax.com/2017/04/29/cdmx-y-23-ciudades-mas-a-vancouver-canada-8832-opcion-de-meses-sin-intereses/
817,2017-04-28,Costa Rica,,CDMX,4490.0,http://www.vuelax.com/2017/04/28/cdmx-a-costa-rica-4490/
818,2017-04-27,Bélgica,,CUN,8777.0,http://www.vuelax.com/2017/04/27/cun-a-belgica-8777/
819,2017-04-27,"San Petersburgo, Rusia",,"CDMX, MTY y GDL",14303.0,http://www.vuelax.com/2017/04/27/cdmx-mty-y-gdl-a-san-petersburgo-rusia-14303-opcion-de-hospedaje-desde-235-pesos-la-noche-con-desayuno-incluido/
820,2017-04-25,Manchester,,CUN,8991.0,http://www.vuelax.com/2017/04/25/cun-a-manchester-8991/
821,2017-04-25,"San José, Costa Rica",,GDL,4099.0,http://www.vuelax.com/2017/04/25/gdl-a-san-jose-costa-rica-4099-opcion-de-hostal-desde-226-pesos-la-noche-con-desayuno-incluido/
822,2017-04-25,"Dublín, Irlanda",,"CDMX, MTY, GDL y CUN",15754.0,http://www.vuelax.com/2017/04/25/cdmx-mty-gdl-y-cun-a-dublin-irlanda-15648-opcion-de-hostal-desde-369-pesos-la-noche-con-desayuno-incluido/
823,2017-04-24,Santo Domingo,,CDMX  y 23 ciudades más,6529.0,http://www.vuelax.com/2017/04/24/cdmx-a-santo-domingo-6529/
824,2017-04-24,Amsterdam,,CDMX y 23 ciudades más,14079.0,http://www.vuelax.com/2017/04/24/cdmx-y-23-ciudades-mas-a-amsterdam-13951-opcion-de-meses-sin-intereses/
825,2017-04-24,Tokio,,CDMX y 23 ciudades más,14942.0,http://www.vuelax.com/2017/04/24/cdmx-y-23-ciudades-mas-a-tokio-14942-opcion-de-hostal-desde-499-pesos-la-noche-con-desayuno-incluido-opcion-de-meses-sin-intereses/
826,2017-04-23,Cuzco,,CDMX,7406.0,http://www.vuelax.com/2017/04/23/cdmx-a-cuzco-7321/
827,2017-04-23,Islandia,,Canadá,7099.0,http://www.vuelax.com/2017/04/23/canada-a-islandia-5999/
828,2017-04-23,Curazao,,CDMX,9349.0,http://www.vuelax.com/2017/04/23/cdmx-a-curazao-9349/
829,2017-04-22,Punta Cana,,CDMX,8877.0,http://www.vuelax.com/2017/04/22/cdmx-a-punta-cana-8877/
830,2017-04-20,Islas Galápagos,,CDMX,10199.0,http://www.vuelax.com/2017/04/20/cdmx-a-islas-galapagos-10199/
